state,county,fips,year,registration,turnout,per_registration,lawchange,presyear,population,medfaminc,per_HSeducation,per_AfricanAmerican,per_urban,median_age,log_inc,log_pop
NY,ORANGE,36071,1978,1,.3809036,1,0,0,252013.8,18887.334,.42073104,.063113749,.5556832,29.900002,9.8462467,12.437239
NY,ORANGE,36071,1980,1,.50159401,1,0,1,259603,20957.191,.38941383,.062892184,.566854,30.200001,9.9502373,12.466908
NY,ORANGE,36071,1982,1,.39071849,1,0,0,269211.81,25668.324,.46593106,.064760827,,,10.153013,12.503254
NY,ORANGE,36071,1984,1,.51903677,1,0,1,278820.59,30398.424,.54244828,.066629469,,,10.322146,12.538323
NY,ORANGE,36071,1986,1,.32982996,1,0,0,288429.41,35972.379,.61896551,.068498105,,,10.490507,12.572206
NY,ORANGE,36071,1988,1,.48916712,1,0,1,298038.19,39859.043,.69548273,.070366748,,,10.593104,12.604977
NY,ORANGE,36071,1990,1,.31895545,1,0,0,307647,44571.211,.77199996,.072235391,,,10.704844,12.636708
NY,ORANGE,36071,1992,1,.54061365,1,0,1,321135,51114.539,.63497758,.075682968,,,10.841825,12.679617
NY,ORANGE,36071,1994,1,.38333592,1,0,0,327879,54390.25,.56646639,.077406757,,,10.90394,12.7004
NY,ORANGE,36071,1996,1,.48859921,1,0,1,334623,57670.141,.49795517,.079130538,,,10.962495,12.720759
NY,ORANGE,36071,1998,1,.35341716,1,0,0,341367,59467.781,.42944396,.080854326,,34.700001,10.99319,12.740713
NY,ORANGE,36071,2000,1,.528341,1,0,1,341367,59467.781,.42944396,.080854326,,34.700001,10.99319,12.740713
NY,ORLEANS,36073,1950,5,.60734969,.19354838,0,0,29832,3022.1597,.289,.011,.347,33.400002,8.0137272,10.303337
NY,ORLEANS,36073,1952,5,.78804916,.19354838,0,1,30697.4,3588.6575,.29939997,.0174,.347,32.940002,8.1855335,10.331933
NY,ORLEANS,36073,1954,5,.61944473,.19354838,0,0,31562.801,4164.1738,.3098,.023800001,.347,32.48,8.3342733,10.359735
NY,ORLEANS,36073,1956,5,.75559264,.19354838,0,1,32428.199,4736.0825,.3202,.030200003,.347,32.02,8.462966,10.386784
NY,ORLEANS,36073,1958,5,.59876347,.19354838,0,0,33293.602,5300.0752,.33059996,.036600001,.347,31.560001,8.5754766,10.41312
NY,ORLEANS,36073,1960,5,.76009232,.32258064,0,1,34159,5870.3926,.34099999,.043000001,.347,31.1,8.6776772,10.438782
NY,ORLEANS,36073,1962,5,.52548409,.3548387,0,0,34788.199,6806.8755,.36340001,.045000002,.3398,30.48,8.8256884,10.457033
NY,ORLEANS,36073,1964,5,.67768341,.3548387,0,1,35417.398,7741.7969,.38579997,.047000002,.33260003,29.860001,8.9543886,10.474958
NY,ORLEANS,36073,1966,5,.51460856,.16129032,0,0,35417.398,7729.3447,.38579997,.047000002,.33260003,29.860001,8.9527798,10.474958
NY,ORLEANS,36073,1968,1,.60735244,1,1,1,36675.801,9584.7139,.43059999,.051000003,.31819999,28.620001,9.1679249,10.509872
NY,ORLEANS,36073,1970,1,.51486158,1,0,0,37305,10485.84,.45299998,.053000003,.31099999,28,9.257781,10.526882
NY,ORLEANS,36073,1972,1,.64450413,1,0,1,37543.199,12566.663,.43424642,.052452993,.30745026,28.5,9.4388027,10.533248
NY,ORLEANS,36073,1974,1,.47736362,1,0,0,37781.398,14631.537,.41549286,.051905986,.30390051,29,9.5909348,10.539572
NY,ORLEANS,36073,1976,1,.59044552,1,0,1,38019.602,16666.799,.39673927,.051358983,.30035076,29.5,9.7211742,10.545857
NY,ORLEANS,36073,1978,1,.47684178,1,0,0,38257.801,18705.473,.37798572,.050811972,.296801,30,9.8365717,10.552103
NY,ORLEANS,36073,1980,1,.54749501,1,0,1,38496,20733.115,.35923213,.050264966,.29325125,30.5,9.9394875,10.55831
NY,ORLEANS,36073,1982,1,.42180783,1,0,0,39166,23164.33,.43038571,.053374518,,,10.050369,10.575564
NY,ORLEANS,36073,1984,1,.53186119,1,0,1,39836,25619.689,.50153929,.056484073,,,10.151116,10.592526
NY,ORLEANS,36073,1986,1,.34734884,1,0,0,40506,28752.74,.57269287,.059593629,,,10.266488,10.609205
NY,ORLEANS,36073,1988,1,.50504982,1,0,1,41176,30539.178,.64384645,.062703185,,,10.326766,10.625611
NY,ORLEANS,36073,1990,1,.33344856,1,0,0,41846,32987.898,.71499997,.065812737,,,10.403896,10.641751
NY,ORLEANS,36073,1992,1,.54039592,1,0,1,42776,37086.836,.60089558,.068737604,,,10.521017,10.663733
NY,ORLEANS,36073,1994,1,.38654768,1,0,0,43241,39139.77,.54384339,.070200041,,,10.574894,10.674544
NY,ORLEANS,36073,1996,1,.48008093,1,0,1,43706,41195.93,.48679116,.071662471,,,10.626095,10.685241
NY,ORLEANS,36073,1998,1,.33740604,1,0,0,44171,42200.398,.42973897,.0731249,,36.200001,10.650185,10.695824
NY,ORLEANS,36073,2000,1,.49052495,1,0,1,44171,42200.398,.42973897,.0731249,,36.200001,10.650185,10.695824
NY,OSWEGO,36075,1950,5,.60189092,.4050633,0,0,77181,2938.417,.31299999,.0020000001,.42299998,30.799999,7.9856262,11.253908
NY,OSWEGO,36075,1952,5,.80569965,.4050633,0,1,78968.398,3516.0913,.32259998,.0020000001,.42299998,30.34,8.1651049,11.276803
NY,OSWEGO,36075,1954,5,.61138719,.4050633,0,0,80755.797,4102.4556,.33219996,.0020000001,.42299998,29.879999,8.3193407,11.299185
NY,OSWEGO,36075,1956,5,.77299434,.4050633,0,1,82543.203,4685.2017,.3418,.0020000001,.42299998,29.42,8.4521646,11.321077
NY,OSWEGO,36075,1958,5,.58903205,.41249999,0,0,84330.602,5260.0356,.35139999,.0020000001,.42299998,28.959999,8.567893,11.3425
NY,OSWEGO,36075,1960,5,.79081345,.43373495,0,1,86118,5841.0825,.36099997,.0020000001,.42299998,28.5,8.6726713,11.363474
NY,OSWEGO,36075,1962,5,.55896837,.43373495,0,0,89073.797,6602.5649,.38379997,.0022,.41859999,27.799999,8.7952137,11.397221
NY,OSWEGO,36075,1964,5,.66250575,.43373495,0,1,92029.602,7362.8545,.4066,.0024000001,.41419998,27.1,8.9042034,11.429866
NY,OSWEGO,36075,1966,5,.52890909,.43373495,0,0,92029.602,7351.0117,.4066,.0024000001,.41419998,27.1,8.9025936,11.429866
NY,OSWEGO,36075,1968,1,.59098703,1,1,1,97941.203,8859.2041,.45220003,.0027999999,.40539998,25.700001,9.0892124,11.492123
NY,OSWEGO,36075,1970,1,.49059629,1,0,0,100897,9589.3926,.47499999,.003,.40099999,25,9.1684132,11.521855
NY,OSWEGO,36075,1972,1,.60049635,1,0,1,103497.8,11533.49,.44780624,.003105876,.37892941,25.440001,9.3530102,11.547306
NY,OSWEGO,36075,1974,1,.45077226,1,0,0,106098.6,13462.719,.42061248,.0032117525,.35685885,25.880001,9.5076799,11.572124
NY,OSWEGO,36075,1976,1,.55011284,1,0,1,108699.4,15364.476,.39341876,.0033176285,.33478829,26.32,9.6398134,11.596341
NY,OSWEGO,36075,1978,1,.41004983,1,0,0,111300.2,17269.184,.366225,.0034235048,.31271771,26.76,9.7566786,11.619987
NY,OSWEGO,36075,1980,1,.66839254,1,0,1,113901,19163.566,.33903125,.0035293808,.29064715,27.200001,9.8607664,11.643085
NY,OSWEGO,36075,1982,1,.41432878,1,0,0,115475,22174.922,.420625,.0038401673,,,10.006718,11.65681
NY,OSWEGO,36075,1984,1,.55945563,1,0,1,117049,25206.75,.50221872,.0041509536,,,10.134867,11.670348
NY,OSWEGO,36075,1986,1,.36496094,1,0,0,118623,28918.828,.58381248,.0044617397,,,10.272248,11.683705
NY,OSWEGO,36075,1988,1,.51432592,1,0,1,120197,31275.65,.66540617,.0047725262,,,10.350595,11.696887
NY,OSWEGO,36075,1990,1,.3752411,1,0,0,121771,34297.535,.74699998,.0050833123,,,10.442829,11.709897
NY,OSWEGO,36075,1992,1,.57768935,1,0,1,122013.4,38272.371,.6236251,.0053935652,,,10.552484,11.711886
NY,OSWEGO,36075,1994,1,.41424504,1,0,0,122134.6,40263.574,.56193769,.0055486914,,,10.603203,11.712879
NY,OSWEGO,36075,1996,1,.51377922,1,0,1,122255.8,42258.18,.50025022,.0057038176,,,10.651553,11.713871
NY,OSWEGO,36075,1998,1,.37689927,1,0,0,122377,43176.832,.43856281,.0058589443,,35,10.673059,11.714862
NY,OSWEGO,36075,2000,1,.54740095,1,0,1,122377,43176.832,.43856281,.0058589443,,35,10.673059,11.714862
NY,OTSEGO,36077,1950,5,.61470509,.11111111,0,0,50763,2919.3364,.37,.003,.30700001,33.900002,7.9791117,10.834923
NY,OTSEGO,36077,1952,5,.80142576,.11111111,0,1,50998.801,3355.5593,.3784,.003,.30700001,33.66,8.1183739,10.839558
NY,OTSEGO,36077,1954,5,.63973576,.11111111,0,0,51234.602,3800.8171,.38679999,.003,.30700001,33.420002,8.2429714,10.844171
NY,OTSEGO,36077,1956,5,.77366918,.11111111,0,1,51470.398,4243.0474,.39520001,.003,.30700001,33.18,8.3530369,10.848763
NY,OTSEGO,36077,1958,5,.63535988,.11111111,0,0,51706.199,4678.5225,.40360001,.003,.30700001,32.940002,8.450738,10.853333
NY,OTSEGO,36077,1960,5,.79347414,.11111111,0,1,51942,5119.8452,.412,.003,.30700001,32.700001,8.5408792,10.857883
NY,OTSEGO,36077,1962,5,.57939935,.11111111,0,0,52789.801,5904.9385,.44159999,.0034,.3026,31.74,8.6835442,10.874073
NY,OTSEGO,36077,1964,5,.68240935,.11111111,0,1,53637.602,6688.7368,.47119999,.0038000001,.29820001,30.780001,8.8081799,10.890006
NY,OTSEGO,36077,1966,5,.53654617,.11111111,0,0,53637.602,6677.9785,.47119999,.0038000001,.29820001,30.780001,8.806571,10.890006
NY,OTSEGO,36077,1968,1,.59755492,1,1,1,55333.199,8233.3271,.53040004,.0046000001,.28940001,28.860001,9.0159454,10.921128
NY,OTSEGO,36077,1970,1,.49973762,1,0,0,56181,8988.3066,.56,.0049999999,.285,27.9,9.1036797,10.936334
NY,OTSEGO,36077,1972,1,.62741464,1,0,1,56759.801,10520.149,.524584,.0054591619,.27855608,28.26,9.2610474,10.946584
NY,OTSEGO,36077,1974,1,.48385248,1,0,0,57338.602,12040.042,.48916802,.005918324,.27211213,28.620001,9.3959932,10.956729
NY,OTSEGO,36077,1976,1,.57849967,1,0,1,57917.398,13536.958,.45375198,.0063774865,.26566821,28.98,9.5131788,10.966773
NY,OTSEGO,36077,1978,1,.42080805,1,0,0,58496.199,15037.816,.418336,.0068366486,.2592243,29.34,9.6183233,10.976717
NY,OTSEGO,36077,1980,1,.53627187,1,0,1,59075,16530.678,.38292,.0072958106,.25278035,29.700001,9.7129736,10.986563
NY,OTSEGO,36077,1982,1,.45965907,1,0,0,59363.398,19378.98,.46173599,.0085135819,,,9.8719444,10.991433
NY,OTSEGO,36077,1984,1,.58473068,1,0,1,59651.801,22244.344,.54055196,.0097313542,,,10.009843,10.99628
NY,OTSEGO,36077,1986,1,.40436819,1,0,0,59940.199,25714.158,.61936796,.010949126,,,10.154797,11.001102
NY,OTSEGO,36077,1988,1,.52790117,1,0,1,60228.602,27978.646,.69818395,.012166897,,,10.239197,11.005902
NY,OTSEGO,36077,1990,1,.37235579,1,0,0,60517,30834.182,.77699995,.013384669,,,10.336379,11.010679
NY,OTSEGO,36077,1992,1,.56945527,1,0,1,60980.602,35100.699,.65099794,.015028661,,,10.465977,11.018312
NY,OTSEGO,36077,1994,1,.43122104,1,0,0,61212.398,37236.918,.58799696,.015850658,,,10.525056,11.022105
NY,OTSEGO,36077,1996,1,.51102042,1,0,1,61444.199,39376.078,.52499598,.016672654,,,10.580914,11.025885
NY,OTSEGO,36077,1998,1,.38473362,1,0,0,61676,40505.684,.46199495,.017494651,,37.099998,10.609198,11.02965
NY,OTSEGO,36077,2000,1,.53910822,1,0,1,61676,40505.684,.46199495,.017494651,,37.099998,10.609198,11.02965
NY,PUTNAM,36079,1962,1,.76267725,1,0,0,20307,3539.4568,.41999999,.0049999999,.096999995,36.299999,8.1717281,9.9187212
NY,PUTNAM,36079,1964,1,.85883516,1,0,1,24873,4864.7676,.44119999,.0046000001,.096999995,34.700001,8.4897738,10.121538
NY,PUTNAM,36079,1966,1,.71461344,1,0,0,29439,6183.0366,.46239999,.0042000003,.096999995,33.099998,8.7295647,10.290075
NY,PUTNAM,36079,1968,1,.77960467,1,0,1,36716.801,7978.1602,.5126,.0038000001,.15519999,31.34,8.9844627,10.51099
NY,PUTNAM,36079,1970,1,.67742145,1,0,0,41711.602,9109.459,.55219996,.0036000002,.21340001,30.379999,9.1170683,10.638535
NY,PUTNAM,36079,1972,1,.81311655,1,0,1,41711.602,9094.8076,.55219996,.0036000002,.21340001,30.379999,9.1154585,10.638535
NY,PUTNAM,36079,1974,1,.57231712,1,0,0,51701.199,11340.039,.63139999,.0032000002,.32980001,28.459999,9.3360949,10.853236
NY,PUTNAM,36079,1976,1,.68594974,1,0,1,56696,12431.078,.671,.003,.38799998,27.5,9.4279547,10.945459
NY,PUTNAM,36079,1978,1,.50060308,1,0,0,60795.398,15346.791,.62745845,.003280909,.39538178,28.139999,9.6386614,11.015269
NY,PUTNAM,36079,1980,1,.60442984,1,0,1,64894.801,18240.523,.5839169,.003561818,.40276361,28.780001,9.8114014,11.080523
NY,PUTNAM,36079,1982,1,.4744257,1,0,0,68994.203,21094.867,.54037547,.0038427266,.41014537,29.42,9.9567852,11.141778
NY,PUTNAM,36079,1984,1,.62437731,1,0,1,73093.602,23951.432,.49683392,.0041236356,.4175272,30.060001,10.083783,11.199496
NY,PUTNAM,36079,1986,1,.40191531,1,0,0,77193,26792.326,.4532924,.0044045444,.424909,30.700001,10.19587,11.254064
NY,PUTNAM,36079,1988,1,.60474539,1,0,1,78542.602,33341.617,.53563392,.0055512502,,,10.414561,11.271397
NY,PUTNAM,36079,1990,1,.39891323,1,0,0,79892.203,39913.887,.61797541,.0066979555,,,10.59448,11.288433
NY,PUTNAM,36079,1992,1,.64572746,1,0,1,81241.797,47602.066,.70031691,.0078446614,,,10.770632,11.305185
NY,PUTNAM,36079,1994,1,.47842661,1,0,0,82591.398,53056.992,.78265846,.0089913672,,,10.879122,11.321661
NY,PUTNAM,36079,1996,1,.57244748,1,0,1,83941,59603.711,.86500001,.010138073,,,10.995473,11.33787
NY,PUTNAM,36079,1998,1,.41962868,1,0,0,88662.602,68954.805,.71670014,.012608511,,,11.141207,11.392593
NY,PUTNAM,36079,2000,1,.60840404,1,0,1,91023.398,73635.375,.64255023,.013843729,,,11.206881,11.418872
NY,QUEENS,36081,1950,1,.50780463,1,0,0,1550849,4368.4043,.384,.035,1,34.400002,8.3821535,14.254313
NY,QUEENS,36081,1952,1,.73137438,1,0,1,1602594.8,4991.0439,.39240003,.044199999,1,34.66,8.5153999,14.287134
NY,QUEENS,36081,1954,1,.46551937,1,0,0,1654340.6,5627.2905,.40080002,.053400002,1,34.920002,8.6353836,14.318913
NY,QUEENS,36081,1956,1,.67674327,1,0,1,1706086.4,6259.1304,.40919998,.062600002,1,35.18,8.7417965,14.349712
NY,QUEENS,36081,1958,1,.48856473,1,0,0,1757832.3,6881.105,.41759998,.071800001,1,35.440002,8.8365345,14.379592
NY,QUEENS,36081,1960,1,.65820569,1,0,1,1809578,7511.7578,.426,.081,1,35.700001,8.9242249,14.408605
NY,QUEENS,36081,1962,1,.50936168,1,0,0,1844957,8416.8945,.44399998,.090800002,1,35.66,9.0379963,14.427966
NY,QUEENS,36081,1964,1,.63630396,1,0,1,1880336,9320.6553,.46199998,.1006,1,35.619999,9.1399879,14.446961
NY,QUEENS,36081,1966,1,.53739351,1,0,0,1880336,9305.6631,.46199998,.1006,1,35.619999,9.1383781,14.446961
NY,QUEENS,36081,1968,1,.57680452,1,0,1,1951094,11098.134,.498,.12020001,1,35.540001,9.3145323,14.483901
NY,QUEENS,36081,1970,1,.49011919,1,0,0,1986473,11964.719,.51599997,.13,1,35.5,9.3897171,14.501871
NY,QUEENS,36081,1972,1,.56710571,1,0,1,1967443.4,13776.888,.49596992,.14154088,1,35.380001,9.5307474,14.492246
NY,QUEENS,36081,1974,1,.35963196,1,0,0,1948413.8,15574.704,.47593987,.15308176,1,35.260002,9.6534033,14.482526
NY,QUEENS,36081,1976,1,.44385219,1,0,1,1929384.3,17344.098,.45590985,.16462263,1,35.139999,9.7610073,14.472712
NY,QUEENS,36081,1978,1,.3053332,1,0,0,1910354.6,19119.666,.4358798,.17616352,1,35.02,9.8584728,14.462799
NY,QUEENS,36081,1980,1,.38555357,1,0,1,1891325,20885.895,.41584972,.18770438,1,34.900002,9.9468288,14.452788
NY,QUEENS,36081,1982,1,.29889646,1,0,0,1903379.6,24877.408,.47487977,.19353423,,,10.121716,14.459142
NY,QUEENS,36081,1984,1,.41302976,1,0,1,1915434.3,28889.521,.53390986,.19936407,,,10.271235,14.465455
NY,QUEENS,36081,1986,1,.24588098,1,0,0,1927488.8,33693.027,.59293985,.20519391,,,10.425046,14.471728
NY,QUEENS,36081,1988,1,.35828966,1,0,1,1939543.4,36916.805,.65196991,.21102375,,,10.516422,14.477963
NY,QUEENS,36081,1990,1,.18881606,1,0,0,1951598,40914.547,.71099997,.21685357,,,10.619241,14.484159
NY,QUEENS,36081,1992,1,.35209322,1,0,1,2062710.4,44173.371,.59898776,.21016835,,,10.695877,14.539532
NY,QUEENS,36081,1994,1,.22003229,1,0,0,2118266.5,45808.227,.54298162,.20682573,,,10.732219,14.566109
NY,QUEENS,36081,1996,1,.30990097,1,0,1,2173822.8,47447.426,.48697549,.2034831,,,10.767378,14.591998
NY,QUEENS,36081,1998,1,.21438906,1,0,0,2229379,47893.461,.43096936,.20014049,,35.400002,10.776734,14.617233
NY,QUEENS,36081,2000,1,.33493027,1,0,1,2229379,47893.461,.43096936,.20014049,,35.400002,10.776734,14.617233
NY,RENSSELAER,36083,1950,5,.752343,.56896549,0,0,132607,3495.9954,.347,.0099999998,.64599997,32.799999,8.1593733,11.795145
NY,RENSSELAER,36083,1952,5,.87667513,.55932206,0,1,134602.59,3995.1555,.35479999,.0114,.64599997,32.639999,8.2928381,11.810082
NY,RENSSELAER,36083,1954,5,.76704574,.55371898,0,0,136598.2,4505.2026,.36259997,.0128,.64599997,32.48,8.4129877,11.8248
NY,RENSSELAER,36083,1956,5,.85654384,.53174603,0,1,138593.8,5011.7197,.37040001,.014200001,.64599997,32.32,8.5195341,11.839303
NY,RENSSELAER,36083,1958,5,.74955612,.53174603,0,0,140589.41,5510.3345,.37819999,.015600001,.64599997,32.16,8.6143808,11.853599
NY,RENSSELAER,36083,1960,5,.86163825,.52755904,0,1,142585,6015.8965,.38599998,.017000001,.64599997,32,8.7021608,11.867694
NY,RENSSELAER,36083,1962,5,.69774699,.52755904,0,0,144570,6916.0366,.40919998,.0184,.64399999,31.34,8.8415985,11.881519
NY,RENSSELAER,36083,1964,5,.76580673,.52755904,0,1,146555,7814.7026,.43239999,.0198,.64199996,30.68,8.9637623,11.895156
NY,RENSSELAER,36083,1966,5,.65312558,.5151515,0,0,146555,7802.1333,.43239999,.0198,.64199996,30.68,8.9621525,11.895156
NY,RENSSELAER,36083,1968,1,.68923312,1,1,1,150525,9585.3369,.4788,.022600001,.63800001,29.360001,9.1679897,11.921885
NY,RENSSELAER,36083,1970,1,.61492294,1,0,0,152510,10450.604,.50200003,.024,.63599998,28.700001,9.2544146,11.934985
NY,RENSSELAER,36083,1972,1,.70833647,1,0,1,152401.2,12311.934,.47813553,.024713075,.63093388,28.980001,9.4183245,11.934272
NY,RENSSELAER,36083,1974,1,.5726437,1,0,0,152292.41,14158.821,.45427108,.025426151,.62586778,29.26,9.5580931,11.933558
NY,RENSSELAER,36083,1976,1,.64733875,1,0,1,152183.59,15978.227,.4304066,.026139226,.62080169,29.540001,9.6789818,11.932843
NY,RENSSELAER,36083,1978,1,.53863794,1,0,0,152074.8,17801.893,.40654218,.026852302,.61573559,29.82,9.7870598,11.932128
NY,RENSSELAER,36083,1980,1,.63407516,1,0,1,151966,19615.793,.38267767,.027565377,.61066949,30.1,9.8840904,11.931412
NY,RENSSELAER,36083,1982,1,.54424065,1,0,0,152458.59,23553.795,.46154213,.028747935,,,10.067042,11.934649
NY,RENSSELAER,36083,1984,1,.62673372,1,0,1,152951.2,27510.689,.54040658,.029930495,,,10.22233,11.937874
NY,RENSSELAER,36083,1986,1,.50166601,1,0,0,153443.8,32224.186,.61927104,.031113051,,,10.380472,11.94109
NY,RENSSELAER,36083,1988,1,.59580928,1,0,1,153936.41,35426.637,.69813555,.032295607,,,10.47522,11.944295
NY,RENSSELAER,36083,1990,1,.44689229,1,0,0,154429,39369.094,.77699995,.033478167,,,10.580736,11.94749
NY,RENSSELAER,36083,1992,1,.63605136,1,0,1,153672.59,44968.105,.66526908,.038828462,,,10.713709,11.942579
NY,RENSSELAER,36083,1994,1,.49859056,1,0,0,153294.41,47771.297,.60940361,.041503605,,,10.77418,11.940116
NY,RENSSELAER,36083,1996,1,.58092308,1,0,1,152916.2,50578.219,.55353814,.044178754,,,10.831276,11.937645
NY,RENSSELAER,36083,1998,1,.46041057,1,0,0,152538,52086.898,.49767274,.0468539,,36.700001,10.860669,11.935169
NY,RENSSELAER,36083,2000,1,.59823823,1,0,1,152538,52086.898,.49767274,.0468539,,36.700001,10.860669,11.935169
NY,RICHMOND,36085,1950,1,.4837378,1,0,0,191555,4075.8345,.34400001,.029000001,1,31.9,8.3128309,12.16293
NY,RICHMOND,36085,1952,1,.6667124,1,0,1,197642.2,4686.4341,.35440004,.032000002,1,31.82,8.4524269,12.194214
NY,RICHMOND,36085,1954,1,.44287613,1,0,0,203729.41,5309.6426,.36480001,.035,1,31.74,8.57728,12.224548
NY,RICHMOND,36085,1956,1,.63467282,1,0,1,209816.59,5928.6182,.3752,.038000003,1,31.66,8.6875467,12.253989
NY,RICHMOND,36085,1958,1,.49193102,1,0,0,215903.8,6538.1499,.38559997,.040999997,1,31.58,8.7854099,12.282588
NY,RICHMOND,36085,1960,1,.64857304,1,0,1,221991,7155.8496,.396,.044,1,31.5,8.8756857,12.310392
NY,RICHMOND,36085,1962,1,.49697322,1,0,0,236681.41,8204.4287,.42139998,.0458,1,30.879999,9.0124292,12.374471
NY,RICHMOND,36085,1964,1,.58392352,1,0,1,251371.8,9251.3018,.44679999,.047600001,1,30.26,9.1325197,12.434689
NY,RICHMOND,36085,1966,1,.4978236,1,0,0,251371.8,9236.4209,.44679999,.047600001,1,30.26,9.1309099,12.434689
NY,RICHMOND,36085,1968,1,.54617757,1,0,1,280752.59,11313.623,.49759999,.051200002,1,29.02,9.3337631,12.545229
NY,RICHMOND,36085,1970,1,.46249914,1,0,0,295443,12321.225,.523,.053000003,1,28.4,9.4190788,12.596231
NY,RICHMOND,36085,1972,1,.57490873,1,0,1,306778.59,14750.355,.50009406,.056964878,1,28.860001,9.5990229,12.633882
NY,RICHMOND,36085,1974,1,.37462181,1,0,0,318114.19,17160.854,.47718814,.06092976,1,29.32,9.7503862,12.670166
NY,RICHMOND,36085,1976,1,.46640593,1,0,1,329449.81,19536.711,.45428222,.064894639,1,29.780001,9.8800507,12.705179
NY,RICHMOND,36085,1978,1,.32141134,1,0,0,340785.41,21916.639,.43137631,.068859518,1,30.24,9.9950018,12.739008
NY,RICHMOND,36085,1980,1,.44331864,1,0,1,352121,24283.697,.40847039,.072824396,1,30.700001,10.097561,12.77173
NY,RICHMOND,36085,1982,1,.33529463,1,0,0,357492.19,29668.416,.48397627,.074424088,,,10.297838,12.786869
NY,RICHMOND,36085,1984,1,.48464012,1,0,1,362863.41,35075.293,.55948222,.07602378,,,10.465252,12.801782
NY,RICHMOND,36085,1986,1,.26603457,1,0,0,368234.59,41454.734,.63498813,.077623464,,,10.632358,12.816476
NY,RICHMOND,36085,1988,1,.45329106,1,0,1,373605.81,45889.809,.7104941,.079223163,,,10.733998,12.830956
NY,RICHMOND,36085,1990,1,.29163408,1,0,0,378977,51276.273,.78600001,.080822848,,,10.844983,12.845231
NY,RICHMOND,36085,1992,1,.50243711,1,0,1,404877.41,56741.191,.64557779,.08717867,,,10.946256,12.91134
NY,RICHMOND,36085,1994,1,.32291451,1,0,0,417827.59,59479.602,.57536662,.090356581,,,10.993389,12.942824
NY,RICHMOND,36085,1996,1,.40991324,1,0,1,430777.81,62223.199,.5051555,.093534492,,,11.038484,12.973348
NY,RICHMOND,36085,1998,1,.28382808,1,0,0,443728,63387.305,.43494439,.096712396,,35.900002,11.057019,13.002967
NY,RICHMOND,36085,2000,1,.43733168,1,0,1,443728,63387.305,.43494439,.096712396,,35.900002,11.057019,13.002967
NY,ROCKLAND,36087,1950,5,.53098214,.1875,0,0,89276,3767.3645,.41999999,.051999997,.75999999,32.599998,8.2341309,11.399488
NY,ROCKLAND,36087,1952,5,.67961478,.18461539,0,1,98781.398,4575.0532,.43080002,.051599998,.75999999,32.199997,8.4283733,11.500665
NY,ROCKLAND,36087,1954,5,.49676338,.16901408,0,0,108286.8,5393.689,.44159999,.051199999,.75999999,31.799999,8.5929852,11.592539
NY,ROCKLAND,36087,1956,5,.65413606,.15789473,0,1,117792.2,6207.4092,.45240003,.050799999,.75999999,31.4,8.7334986,11.676678
NY,ROCKLAND,36087,1958,5,.5608319,.21590909,0,0,127297.6,7010.4463,.4632,.0504,.75999999,31,8.8551569,11.754283
NY,ROCKLAND,36087,1960,5,.72485662,.18627451,0,1,136803,7821.6074,.47400001,.050000001,.75999999,30.6,8.9646454,11.826297
NY,ROCKLAND,36087,1962,5,.55419117,.23076923,0,0,155423,9125.8135,.50700003,.051399998,.80040002,29.880001,9.1188622,11.953906
NY,ROCKLAND,36087,1964,5,.700315,.20930232,0,1,174043,10427.82,.54000002,.052799996,.84080005,29.16,9.2522326,12.067058
NY,ROCKLAND,36087,1966,5,.60395652,.16949153,0,0,174043,10411.048,.54000002,.052799996,.84080005,29.16,9.2506227,12.067058
NY,ROCKLAND,36087,1968,1,.67416298,1,1,1,211283,12995.108,.60600001,.055599999,.92159998,27.719999,9.4723282,12.260954
NY,ROCKLAND,36087,1970,1,.58203095,1,0,0,229903,14250.918,.639,.056999996,.96199995,27,9.5645761,12.345413
NY,ROCKLAND,36087,1972,1,.71105778,1,0,1,235828.41,17198.281,.60045755,.059481245,.96723646,27.799999,9.7525644,12.37086
NY,ROCKLAND,36087,1974,1,.51927567,1,0,0,241753.8,20123.15,.56191504,.061962489,.97247297,28.6,9.909626,12.395675
NY,ROCKLAND,36087,1976,1,.62845182,1,0,1,247679.2,23006.637,.52337253,.064443737,.97770941,29.4,10.043538,12.419889
NY,ROCKLAND,36087,1978,1,.43559393,1,0,0,253604.59,25894.273,.48483002,.066924989,.98294592,30.200001,10.161777,12.443532
NY,ROCKLAND,36087,1980,1,.5856449,1,0,1,259530,28766.23,.44628754,.069406234,.98818243,31,10.266957,12.466627
NY,ROCKLAND,36087,1982,1,.48157489,1,0,0,260719,35238.965,.52363002,.075465091,,,10.469908,12.471198
NY,ROCKLAND,36087,1984,1,.6178807,1,0,1,261908,41737.715,.60097253,.081523955,,,10.63916,12.475749
NY,ROCKLAND,36087,1986,1,.37629369,1,0,0,263097,49395.195,.67831504,.087582819,,,10.807609,12.480278
NY,ROCKLAND,36087,1988,1,.58181798,1,0,1,264286,54735.781,.75565749,.093641669,,,10.910273,12.484787
NY,ROCKLAND,36087,1990,1,.37637278,1,0,0,265475,61209.891,.833,.09970054,,,11.022064,12.489276
NY,ROCKLAND,36087,1992,1,.61389863,1,0,1,273986.19,68546.211,.6971699,.10372151,,,11.135263,12.520833
NY,ROCKLAND,36087,1994,1,.4405019,1,0,0,278241.81,72220.977,.62925482,.10573201,,,11.187486,12.536246
